funcid,dim,milestone,error
23,30,1,1.426485e+03
23,30,2,1.426485e+03
23,30,3,1.426485e+03
23,30,5,1.426485e+03
23,30,1,1.497101e+03
23,30,2,1.497101e+03
23,30,3,1.497101e+03
23,30,5,1.497101e+03
23,30,1,1.415322e+03
23,30,2,1.415322e+03
23,30,3,1.415322e+03
23,30,5,1.415322e+03
23,30,1,1.336926e+03
23,30,2,1.336926e+03
23,30,3,1.336926e+03
23,30,5,1.336926e+03
23,30,1,1.556022e+03
23,30,2,1.556022e+03
23,30,3,1.556022e+03
23,30,5,1.556022e+03
23,30,1,1.994883e+03
23,30,2,1.994883e+03
23,30,3,1.994883e+03
23,30,5,1.698264e+03
23,30,1,1.677619e+03
23,30,2,1.677619e+03
23,30,3,1.677619e+03
23,30,5,1.677619e+03
23,30,1,1.858050e+03
23,30,2,1.858050e+03
23,30,3,1.858050e+03
23,30,5,1.858050e+03
23,30,1,1.451019e+03
23,30,2,1.451019e+03
23,30,3,1.451019e+03
23,30,5,1.451019e+03
23,30,1,1.646263e+03
23,30,2,1.646263e+03
23,30,3,1.646263e+03
23,30,5,1.646263e+03
23,30,1,1.705224e+03
23,30,2,1.705224e+03
23,30,3,1.705224e+03
23,30,5,1.705224e+03
23,30,1,1.569411e+03
23,30,2,1.569411e+03
23,30,3,1.569411e+03
23,30,5,1.569411e+03
23,30,1,1.136015e+03
23,30,2,1.136015e+03
23,30,3,1.136015e+03
23,30,5,1.136015e+03
23,30,1,1.487113e+03
23,30,2,1.487113e+03
23,30,3,1.487113e+03
23,30,5,1.487113e+03
23,30,1,1.311840e+03
23,30,2,1.311840e+03
23,30,3,1.311840e+03
23,30,5,1.311840e+03
23,30,1,1.103753e+03
23,30,2,1.103753e+03
23,30,3,1.103753e+03
23,30,5,1.103753e+03
23,30,1,1.204973e+03
23,30,2,1.204973e+03
23,30,3,1.204973e+03
23,30,5,1.204973e+03
23,30,1,1.714845e+03
23,30,2,1.714845e+03
23,30,3,1.714845e+03
23,30,5,1.714845e+03
