funcid,dim,milestone,error
15,30,1,1.168304e+10
15,30,2,1.168304e+10
15,30,3,1.168304e+10
15,30,5,5.479045e+09
15,30,10,4.015315e+09
15,30,20,3.794670e+09
15,30,30,3.794670e+09
15,30,40,4.298591e+06
15,30,50,4.298591e+06
15,30,1,1.273860e+09
15,30,2,1.273860e+09
15,30,3,1.273860e+09
15,30,5,1.273860e+09
15,30,10,1.273860e+09
15,30,20,1.273860e+09
15,30,30,1.273860e+09
15,30,40,1.273860e+09
15,30,50,1.273860e+09
15,30,1,2.575212e+09
15,30,2,2.575212e+09
15,30,3,2.575212e+09
15,30,5,8.148414e+08
15,30,10,8.148414e+08
15,30,20,8.148414e+08
15,30,30,8.148414e+08
15,30,40,7.830864e+07
15,30,50,1.610282e+04
15,30,1,7.349223e+08
15,30,2,7.349223e+08
15,30,3,7.349223e+08
15,30,5,7.349223e+08
15,30,10,7.349223e+08
15,30,20,7.349223e+08
15,30,30,7.349223e+08
15,30,40,7.349223e+08
15,30,50,7.349223e+08
15,30,1,9.633318e+08
15,30,2,9.633318e+08
15,30,3,9.633318e+08
15,30,5,9.633318e+08
15,30,10,9.633318e+08
15,30,20,9.633318e+08
15,30,30,9.633318e+08
15,30,40,9.633318e+08
15,30,50,1.845313e+04
15,30,1,1.998677e+09
15,30,2,1.998677e+09
15,30,3,1.998677e+09
15,30,5,1.998677e+09
15,30,10,1.998677e+09
15,30,20,1.998677e+09
15,30,30,1.998677e+09
15,30,40,4.942662e+08
15,30,50,3.107049e+04
15,30,1,1.130149e+09
15,30,2,1.130149e+09
15,30,3,1.130149e+09
15,30,5,1.130149e+09
15,30,10,1.130149e+09
15,30,20,1.130149e+09
15,30,30,1.130149e+09
15,30,40,1.130149e+09
15,30,50,8.266225e+03
15,30,1,3.721311e+09
15,30,2,3.721311e+09
15,30,3,3.721311e+09
15,30,5,2.508149e+09
15,30,10,2.508149e+09
15,30,20,2.508149e+09
15,30,30,9.269960e+08
15,30,40,1.522370e+04
15,30,50,1.522370e+04
15,30,1,8.994276e+09
15,30,2,2.269132e+09
15,30,3,2.269132e+09
15,30,5,2.269132e+09
15,30,10,2.269132e+09
15,30,20,2.269132e+09
15,30,30,2.269132e+09
15,30,40,2.269132e+09
15,30,50,2.269132e+09
15,30,1,1.797334e+09
15,30,2,1.797334e+09
15,30,3,1.797334e+09
15,30,5,1.797334e+09
15,30,10,1.797334e+09
15,30,20,1.797334e+09
15,30,30,1.797334e+09
15,30,40,5.446921e+07
15,30,50,1.123204e+07
15,30,1,8.208368e+09
15,30,2,8.208368e+09
15,30,3,8.208368e+09
15,30,5,4.773862e+09
15,30,10,4.773862e+09
15,30,20,4.773862e+09
15,30,30,4.773862e+09
15,30,40,4.773862e+09
15,30,50,4.773862e+09
15,30,1,1.007209e+10
15,30,2,2.140220e+09
15,30,3,1.351447e+09
15,30,5,9.119191e+08
15,30,10,9.119191e+08
15,30,20,9.119191e+08
15,30,30,9.119191e+08
15,30,40,9.119191e+08
15,30,50,9.119191e+08
15,30,1,9.144727e+09
15,30,2,9.144727e+09
15,30,3,9.144727e+09
15,30,5,9.144727e+09
15,30,10,9.144727e+09
15,30,20,9.144727e+09
15,30,30,9.144727e+09
15,30,40,9.144727e+09
15,30,50,9.144727e+09
15,30,1,4.729623e+09
15,30,2,4.034823e+09
15,30,3,4.034823e+09
15,30,5,3.398163e+09
15,30,10,3.398163e+09
15,30,20,2.518703e+09
15,30,30,2.518703e+09
15,30,40,2.518703e+09
15,30,50,7.716293e+05
15,30,1,7.983822e+09
15,30,2,7.983822e+09
15,30,3,3.087887e+09
15,30,5,6.771031e+08
15,30,10,6.771031e+08
15,30,20,6.771031e+08
15,30,30,6.771031e+08
15,30,40,6.771031e+08
15,30,50,6.771031e+08
15,30,1,1.403374e+09
15,30,2,1.403374e+09
15,30,3,1.403374e+09
15,30,5,1.403374e+09
15,30,10,1.403374e+09
15,30,20,1.403374e+09
15,30,30,1.403374e+09
15,30,40,1.403374e+09
15,30,50,1.403374e+09
15,30,1,2.475696e+09
15,30,2,2.475696e+09
15,30,3,2.475696e+09
15,30,5,2.475696e+09
15,30,10,2.475696e+09
15,30,20,2.475696e+09
15,30,30,2.475696e+09
15,30,40,6.346535e+07
15,30,50,8.410381e+06
15,30,1,3.485365e+09
15,30,2,3.485365e+09
15,30,3,3.485365e+09
15,30,5,3.485365e+09
15,30,10,3.485365e+09
15,30,20,3.485365e+09
15,30,30,3.485365e+09
15,30,40,3.485365e+09
15,30,50,3.269887e+06
15,30,1,1.190617e+10
15,30,2,1.190617e+10
15,30,3,1.190617e+10
15,30,5,1.190617e+10
15,30,10,1.190617e+10
15,30,20,1.190617e+10
15,30,30,1.190617e+10
15,30,40,1.190617e+10
15,30,50,1.190617e+10
15,30,1,1.276848e+10
15,30,2,8.069368e+09
15,30,3,7.240975e+09
15,30,5,7.240975e+09
15,30,10,7.240975e+09
15,30,20,2.225421e+09
15,30,30,1.898775e+09
15,30,40,1.633466e+04
15,30,50,1.633466e+04
15,30,1,1.402895e+10
15,30,2,2.447948e+09
15,30,3,1.168757e+09
15,30,5,1.168757e+09
15,30,10,1.168757e+09
15,30,20,1.168757e+09
15,30,30,1.168757e+09
15,30,40,1.168757e+09
15,30,50,1.168757e+09
15,30,1,1.206516e+10
15,30,2,1.206516e+10
15,30,3,1.206516e+10
15,30,5,1.206516e+10
15,30,10,1.206516e+10
15,30,20,1.206516e+10
15,30,30,1.587174e+09
15,30,40,1.587174e+09
15,30,50,1.192313e+04
15,30,1,9.851294e+09
15,30,2,9.851294e+09
15,30,3,9.851294e+09
15,30,5,9.851294e+09
15,30,10,9.851294e+09
15,30,20,9.851294e+09
15,30,30,2.214049e+09
15,30,40,1.478199e+04
15,30,50,1.478199e+04
15,30,1,5.724192e+09
15,30,2,5.724192e+09
15,30,3,5.724192e+09
15,30,5,5.724192e+09
15,30,10,5.724192e+09
15,30,20,5.074454e+09
15,30,30,1.580157e+09
15,30,40,1.655363e+08
15,30,50,1.655363e+08
15,30,1,6.816416e+09
15,30,2,6.816416e+09
15,30,3,6.816416e+09
15,30,5,6.816416e+09
15,30,10,5.389756e+09
15,30,20,3.332358e+09
15,30,30,3.332358e+09
15,30,40,3.332358e+09
15,30,50,1.863021e+04
15,30,1,4.701145e+09
15,30,2,4.701145e+09
15,30,3,4.701145e+09
15,30,5,4.701145e+09
15,30,10,4.701145e+09
15,30,20,4.701145e+09
15,30,30,4.701145e+09
15,30,40,9.029496e+06
15,30,50,1.071998e+04
15,30,1,1.925918e+09
15,30,2,1.339265e+09
15,30,3,1.339265e+09
15,30,5,1.339265e+09
15,30,10,1.339265e+09
15,30,20,1.339265e+09
15,30,30,1.339265e+09
15,30,40,1.339265e+09
15,30,50,1.339265e+09
15,30,1,4.930897e+09
15,30,2,4.930897e+09
15,30,3,4.930897e+09
15,30,5,4.930897e+09
15,30,10,4.930897e+09
15,30,20,4.930897e+09
15,30,30,4.930897e+09
15,30,40,4.930897e+09
15,30,50,4.930897e+09
15,30,1,5.289458e+08
15,30,2,5.289458e+08
15,30,3,5.289458e+08
15,30,5,5.289458e+08
15,30,10,5.289458e+08
15,30,20,5.289458e+08
15,30,30,5.289458e+08
15,30,40,1.388246e+06
15,30,50,1.070768e+04
15,30,1,4.093028e+09
15,30,2,4.093028e+09
15,30,3,4.093028e+09
15,30,5,4.093028e+09
15,30,10,4.093028e+09
15,30,20,4.093028e+09
15,30,30,9.191996e+08
15,30,40,5.685160e+08
15,30,50,6.101421e+04
15,30,1,2.712273e+08
15,30,2,2.712273e+08
15,30,3,2.712273e+08
15,30,5,2.712273e+08
15,30,10,2.712273e+08
15,30,20,2.712273e+08
15,30,30,2.712273e+08
15,30,40,2.712273e+08
15,30,50,2.712273e+08
15,30,1,1.024957e+09
15,30,2,4.971916e+08
15,30,3,4.179298e+08
15,30,5,4.179298e+08
15,30,10,4.179298e+08
15,30,20,4.179298e+08
15,30,30,4.179298e+08
15,30,40,4.179298e+08
15,30,50,4.179298e+08
15,30,1,6.769250e+09
15,30,2,6.769250e+09
15,30,3,6.769250e+09
15,30,5,6.769250e+09
15,30,10,6.769250e+09
15,30,20,6.769250e+09
15,30,30,6.769250e+09
15,30,40,6.769250e+09
15,30,50,6.769250e+09
15,30,1,3.616979e+09
15,30,2,2.716466e+09
15,30,3,2.716466e+09
15,30,5,2.716466e+09
15,30,10,2.716466e+09
15,30,20,2.716466e+09
15,30,30,2.716466e+09
15,30,40,2.169172e+08
15,30,50,9.541780e+03
15,30,1,4.197895e+09
15,30,2,1.942244e+09
15,30,3,1.942244e+09
15,30,5,1.942244e+09
15,30,10,1.942244e+09
15,30,20,1.942244e+09
15,30,30,1.942244e+09
15,30,40,1.942244e+09
15,30,50,3.422567e+05
15,30,1,3.371415e+09
15,30,2,3.371415e+09
15,30,3,3.371415e+09
15,30,5,3.371415e+09
15,30,10,3.371415e+09
15,30,20,3.371415e+09
15,30,30,3.371415e+09
15,30,40,2.998973e+08
15,30,50,1.627657e+04
15,30,1,1.075503e+10
15,30,2,1.075503e+10
15,30,3,1.075503e+10
15,30,5,1.075503e+10
15,30,10,1.075503e+10
15,30,20,1.075503e+10
15,30,30,1.149306e+09
15,30,40,2.153343e+08
15,30,50,2.153343e+08
15,30,1,5.385768e+09
15,30,2,5.385768e+09
15,30,3,5.385768e+09
