funcid,dim,milestone,error
25,30,1,6.657005e+03
25,30,2,5.432874e+03
25,30,3,4.598035e+03
25,30,5,4.598035e+03
25,30,10,3.664569e+03
25,30,20,3.491389e+03
25,30,30,3.491389e+03
25,30,40,2.774640e+03
25,30,50,2.774640e+03
25,30,1,2.228704e+04
25,30,2,2.228704e+04
25,30,3,2.228704e+04
25,30,5,2.228704e+04
25,30,10,2.228704e+04
25,30,20,2.228704e+04
25,30,30,3.644976e+03
25,30,40,3.644976e+03
25,30,50,8.780323e+02
25,30,1,6.594756e+03
25,30,2,6.586831e+03
25,30,3,6.467136e+03
25,30,5,6.436631e+03
25,30,10,6.222722e+03
25,30,20,6.222722e+03
25,30,30,6.222722e+03
25,30,40,6.222722e+03
25,30,50,6.222722e+03
25,30,1,1.930128e+04
25,30,2,1.930128e+04
25,30,3,1.930128e+04
25,30,5,1.930128e+04
25,30,10,1.930128e+04
25,30,20,1.930128e+04
25,30,30,1.930128e+04
25,30,40,1.930128e+04
25,30,50,1.930128e+04
25,30,1,3.353811e+04
25,30,2,1.739907e+04
25,30,3,8.621754e+03
25,30,5,8.621754e+03
25,30,10,8.621754e+03
25,30,20,8.621754e+03
25,30,30,8.621754e+03
25,30,40,8.621754e+03
25,30,50,8.621754e+03
25,30,1,1.164327e+04
25,30,2,8.870324e+03
25,30,3,8.870324e+03
25,30,5,8.870324e+03
25,30,10,3.704375e+03
25,30,20,2.335980e+03
25,30,30,2.335980e+03
25,30,40,2.335980e+03
25,30,50,2.335980e+03
25,30,1,1.374541e+04
25,30,2,1.374541e+04
25,30,3,1.374541e+04
25,30,5,1.374541e+04
25,30,10,1.374541e+04
25,30,20,1.374541e+04
25,30,30,1.374541e+04
25,30,40,1.374541e+04
25,30,50,1.374541e+04
25,30,1,5.007994e+03
25,30,2,5.007994e+03
25,30,3,5.007994e+03
25,30,5,5.007994e+03
25,30,10,5.007994e+03
25,30,20,5.007994e+03
25,30,30,5.007994e+03
25,30,40,1.179278e+03
25,30,50,1.093039e+03
25,30,1,5.787894e+03
25,30,2,5.787894e+03
25,30,3,5.787894e+03
25,30,5,5.787894e+03
25,30,10,5.787894e+03
25,30,20,5.787894e+03
25,30,30,5.787894e+03
25,30,40,1.321218e+03
25,30,50,8.203978e+02
25,30,1,6.911358e+03
25,30,2,6.911358e+03
25,30,3,6.911358e+03
25,30,5,6.911358e+03
25,30,10,6.911358e+03
25,30,20,6.911358e+03
25,30,30,6.911358e+03
25,30,40,6.911358e+03
25,30,50,6.911358e+03
25,30,1,5.492461e+03
25,30,2,3.211392e+03
25,30,3,3.211392e+03
25,30,5,3.211392e+03
25,30,10,3.211392e+03
25,30,20,3.211392e+03
25,30,30,3.211392e+03
25,30,40,3.211392e+03
25,30,50,3.211392e+03
25,30,1,1.219192e+04
25,30,2,1.219192e+04
25,30,3,1.219192e+04
25,30,5,1.219192e+04
25,30,10,1.219192e+04
25,30,20,1.219192e+04
25,30,30,4.495082e+03
25,30,40,1.446782e+03
25,30,50,5.864437e+02
25,30,1,9.377188e+03
25,30,2,6.755163e+03
25,30,3,6.755163e+03
25,30,5,6.755163e+03
25,30,10,6.755163e+03
25,30,20,6.755163e+03
25,30,30,6.755163e+03
25,30,40,6.755163e+03
25,30,50,6.755163e+03
25,30,1,1.138904e+04
25,30,2,1.001046e+04
25,30,3,6.480501e+03
25,30,5,4.176006e+03
25,30,10,4.176006e+03
25,30,20,4.176006e+03
25,30,30,4.176006e+03
25,30,40,4.176006e+03
25,30,50,4.176006e+03
25,30,1,1.169923e+04
25,30,2,1.169923e+04
25,30,3,1.169923e+04
25,30,5,1.169923e+04
25,30,10,1.169923e+04
25,30,20,1.169923e+04
25,30,30,1.169923e+04
25,30,40,1.169923e+04
25,30,50,1.169923e+04
25,30,1,1.751585e+04
25,30,2,1.751585e+04
25,30,3,1.751585e+04
25,30,5,6.544329e+03
25,30,10,6.544329e+03
25,30,20,6.544329e+03
25,30,30,6.544329e+03
25,30,40,1.257918e+03
25,30,50,5.935861e+02
25,30,1,1.648538e+04
25,30,2,1.648538e+04
25,30,3,1.648538e+04
25,30,5,1.648538e+04
25,30,10,6.518658e+03
25,30,20,6.518658e+03
25,30,30,6.518658e+03
25,30,40,6.518658e+03
25,30,50,6.518658e+03
25,30,1,1.042528e+04
25,30,2,1.042528e+04
25,30,3,1.042528e+04
25,30,5,1.042528e+04
25,30,10,1.042528e+04
25,30,20,1.042528e+04
25,30,30,1.042528e+04
25,30,40,1.911538e+03
25,30,50,6.436344e+02
25,30,1,1.177580e+04
25,30,2,1.177580e+04
25,30,3,1.177580e+04
25,30,5,1.177580e+04
25,30,10,1.177580e+04
25,30,20,1.177580e+04
25,30,30,1.177580e+04
25,30,40,8.510789e+02
25,30,50,5.149407e+02
25,30,1,5.280694e+03
25,30,2,5.150954e+03
25,30,3,5.150954e+03
25,30,5,5.150954e+03
25,30,10,5.150954e+03
25,30,20,5.150954e+03
25,30,30,1.127742e+03
25,30,40,1.127742e+03
25,30,50,1.127742e+03
25,30,1,2.560641e+03
25,30,2,2.560641e+03
25,30,3,2.560641e+03
25,30,5,2.560641e+03
25,30,10,2.560641e+03
25,30,20,2.560641e+03
25,30,30,2.560641e+03
25,30,40,2.560641e+03
25,30,50,2.560641e+03
25,30,1,2.288809e+04
25,30,2,1.628637e+04
25,30,3,3.553551e+03
25,30,5,3.553551e+03
25,30,10,3.553551e+03
25,30,20,3.553551e+03
25,30,30,3.553551e+03
25,30,40,3.553551e+03
25,30,50,3.553551e+03
25,30,1,5.038396e+03
25,30,2,5.038396e+03
25,30,3,5.038396e+03
25,30,5,5.038396e+03
25,30,10,5.038396e+03
25,30,20,5.038396e+03
25,30,30,5.038396e+03
25,30,40,2.243295e+03
25,30,50,6.070023e+02
25,30,1,1.261943e+04
25,30,2,5.885114e+03
25,30,3,4.936695e+03
25,30,5,4.936695e+03
25,30,10,4.936695e+03
25,30,20,4.936695e+03
25,30,30,4.936695e+03
25,30,40,4.936695e+03
25,30,50,4.936695e+03
25,30,1,8.046791e+03
25,30,2,8.046791e+03
25,30,3,8.046791e+03
